ARCHV_OFF,DAT_EXPIRA_OFF,DESC_OFF,ID_RECRUTEUR,MISSION_OFF,NOM_AVG_OFF,NOM_MC_OFF,NOM_OFF,NOM_TE_OFF,PHOTO_OFF,SAL_MIN_OFF,SEXE_CAND_OFF,__v,_id,createdAt,updatedAt
0,2022-06-02,"Nous recherchons un développeur Python senior pour rejoindre une équipe de développement agile créant un produit d'intelligence opérationnelle basé sur les processus métier et les accords de niveau de service.
Ils agiront en tant que PME Python, travaillant avec d'autres membres de l'équipe pour créer et définir des API, rationaliser et optimiser le code, et intégrer des bibliothèques open source pour fournir des composants Python pour les implémentations Splunk et SaaS du produit.",628baff7cc3e7b3b6832047a,"Agir en tant qu'expert en la matière Python / défenseur technique auprès de l'équipe élargie
Appliquer les meilleures pratiques pour Python au processus de développement
Rédaction de code réutilisable, testable et efficace pour fournir un back-end
Service de noyau d'informations sur le paysage système sur l'environnement Kubernetes à l'aide de python
fonctionnalités de Python 3.0 et supérieur.",/Parts de la société/Mutuelle/Prévoyance//,/cloud/python/développement /web,Python Developer - Cloud,/CDD,https://cdn.filestackcontent.com/4DgNS927TRevdm9ozgh3,1900,Autre,0,628c2948cc3e7b3b683204db,2022-05-24T00:39:36.226Z,2022-05-24T00:39:36.226Z
0,2022-06-04,Nous recherchons actuellement des ingénieurs Big Data spécialité python en Inde pour nos bureaux répartis sur plusieurs sites.,628baff7cc3e7b3b6832047a," les technologies liées au Big Data et aux données et python
Compréhension de niveau expert des principes de l'informatique distribuée en python
Connaissances et expérience de niveau expert dans Apache Spark
Programmation pratique avec Python/Java/Scala
Maîtrise de Hadoop v2, Map Reduce, HDFS, Sqoop,python",/,/Python/big data,Senior Bigdata Developer python,/CDD,https://cdn.filestackcontent.com/AyeZ18wxThibZRP0Wrvh,2500,Homme,0,628c2bd3cc3e7b3b683204e4,2022-05-24T00:50:27.997Z,2022-05-24T00:50:27.997Z
0,2022-06-01,"Chez EXADEV Distribution Solutions Pvt Ltd python, nous recherchons un développeur Python pour rejoindre notre équipe. Nous recherchons une personne qui travaillera dans une équipe de développement agile basée sur le sprint, participera au cycle complet, y compris la planification des versions/sprints, la conception des fonctionnalités, la définition de l'histoire, les stand-ups quotidiens, le développement, les tests, la révision du code python et l'empaquetage des versions. . Vous travaillerez également sur l'environnement automatisé de construction, de test et de package.",628baff7cc3e7b3b6832047a,"Forte expertise avec le framework de développement web Python et Django. Expérience d'écriture
Les extensions Django sont un plus.
Expertise dans la conception de modèles de données et la manipulation de données dans MySQL, Postgres ou Oracle
Solides compétences en résolution de problèmes python
Expérience de travail dans un environnement fortement axé sur les données",/Prévoyance/Plan Epargne Entreprise/,/Python/Django/web,Sr Python Developer,/CDI,https://cdn.filestackcontent.com/XmkHtQkSGKdoubG4zTJC,6000,Femme,0,628cb953cc3e7b3b683204ec,2022-05-24T10:54:11.409Z,2022-05-24T10:54:11.409Z
0,2022-05-31,"Nous recherchons dès que possible un data scientist, informaticien, physicien ou ingénieur titulaire d'un doctorat. 
publication et présentation de vos résultats scientifiques dans des revues et lors de conférences et ateliers internationaux en puyhon",628cbeaecc3e7b3b683204f3,"formation universitaire scientifique et doctorat en science des données, informatique, physique, ingénierie ou disciplines connexes
très bonnes compétences en codage en Python
connaissance approfondie des bibliothèques d'apprentissage automatique Python (par exemple, Keras, PyTorch ou TensorFlow)
expérience en réseaux de neurones artificiels et Kernel-Ridge-Regression / Support-Vector-Machines
expérience dans les méthodes statistiques et les méthodes de la science des données
expérience en programmation orientée objet préférable python",/Parts de la société/Café à volonté/,/flask/Python/ML/big data,Postdoc Machine Learning Développement python,/CDD,https://cdn.filestackcontent.com/DErGWKhGSWe0geNiyrIo,2500,Femme,0,628cc88fcc3e7b3b683204fb,2022-05-24T11:59:11.662Z,2022-05-24T11:59:11.662Z
0,2022-06-03,"Vous développerez principalement des services Web en Python. Les API REST sont un objectif majeur ici.
Pour garantir la qualité logicielle souhaitée, vous utiliserez des tests d'intégration et unitaires et effectuerez des revues de code python.
Vous jouerez un rôle clé dans la conception et la mise en œuvre de nouvelles technologies, fonctionnalités et produits et clarifierez également les problèmes liés à la faisabilité technique et à la sécurité informatique.
Des solutions hautement évolutives, hautement disponibles et durables sont le résultat de votre travail.",628cbeaecc3e7b3b683204f3,"Vous programmez Python et avez déjà acquis de l'expérience avec des frameworks tels que Flask, FastAPI ou gevent.
Vous avez une bonne connaissance de la création d'API RESTful et de services Web.
Vous êtes familiarisé avec les concepts de développement de logiciels orientés objet et fonctionnels et avez une base solide en matière d'algorithmes et de structures de données.",/Abonnement Spotify/Cadre sympathique au milieu des sapins/,/Python/logiciel/web/mobile,Développeur de logiciels Python,/CDI,https://cdn.filestackcontent.com/YYnCoDQXSqiBND0qXyys,2500,Autre,0,628cd147cc3e7b3b68320505,2022-05-24T12:36:23.120Z,2022-05-24T12:36:23.120Z
0,2022-06-04,"WEB.DE et GMX sont parmi les fournisseurs de messagerie les plus utilisés en Allemagne. Pour faciliter le quotidien de nos utilisateurs, notre équipe ""Mail System Development"" développe en permanence de nouvelles fonctionnalités. En tant que développeur Python, vous pouvez travailler avec nous sur l'avenir de notre plateforme de messagerie intelligente et faire partie de notre équipe agile hautement motivée et professionnelle.",628cbeaecc3e7b3b683204f3,"Vous avez de solides connaissances en programmation orientée objet avec python ; les technologies Web telles que JSON et RESTFul HTTP ne sont pas des mots étrangers pour vous.
Vous nous convainquez par votre expérience pratique avec Linux en tant qu'environnement de développement et de serveur dans des scénarios de charge élevée ainsi que par vos connaissances dans la gestion de systèmes distribués.",/Macbook pro/Restaurant d’entreprise gratuit/,/Python/BI/web,Développeur Python,/CDI,https://cdn.filestackcontent.com/Lsg2ehOGSpikMzFu59q3,2900,Femme,0,628cd4a5cc3e7b3b68320510,2022-05-24T12:50:45.610Z,2022-05-24T12:50:45.610Z
0,2022-06-05," recherche un Développeur Full Stack - Python pour rejoindre notre practice Agile Consulting. Nos consultants Agile travaillent en étroite collaboration avec nos clients pour les accompagner tout au long de leurs besoins de projet. Notre objectif est d'aider nos clients à créer rapidement de la valeur et à ravir leurs utilisateurs finaux en favorisant un état d'esprit et des pratiques Agiles sains.",628cbeaecc3e7b3b683204f3,"Créez des applications Web robustes, performantes et orientées utilisateur en Python/Django prenant en charge des millions d'utilisateurs quotidiens
Développer, créer et livrer de nouvelles fonctionnalités pour l'interaction avec l'utilisateur et le backend de données scientifiques, à l'aide d'API et de cadres modernes",/Restaurant d’entreprise gratuit/Plan Epargne Entreprise/,/Python/web/Full Stack,Développeur Full Stack - Python,/CVP,https://cdn.filestackcontent.com/VfIswLFESVyn5amyj6WA,4500,Homme,0,628cd718cc3e7b3b68320519,2022-05-24T13:01:12.798Z,2022-05-24T13:01:12.798Z
0,2022-06-04,"Consulter les gestionnaires pour déterminer et affiner les objectifs d'apprentissage automatique.
Concevoir des systèmes d'apprentissage automatique et des logiciels d'intelligence artificielle (IA) auto-exécutables pour automatiser les modèles prédictifs.
Transformer les prototypes de science des données et appliquer les algorithmes et outils ML appropriés.
Veiller à ce que les algorithmes génèrent des recommandations utilisateur précises.
Transformer les données non structurées en informations utiles en marquant automatiquement les images et les conversions texte-parole.",628cbeaecc3e7b3b683204f3,"Maîtrise avancée de l'écriture de code Python, Java et R.
Connaissance approfondie des frameworks ML, des bibliothèques, des structures de données, de la modélisation des données et de l'architecture logicielle.",/Restaurant d’entreprise gratuit/Café à volonté/,/big data/IA/BI/ML/Python,Ingénieur en apprentissage automatique,/CDD,https://cdn.filestackcontent.com/9aICIoyQvuV8B8k4JrnA,2500,Autre,0,628cfb9fcc3e7b3b6832051f,2022-05-24T15:37:03.602Z,2022-05-24T15:37:03.602Z
0,2022-06-04," projet : Blockchain monocouche SagaChain, est actuellement à la recherche de 2 ingénieurs python qui connaissent bien le code natif pour des postes à temps plein au sein de l'organisation.

Nous ne sommes pas une société de développement d'applications smartcontract ou blockchain.
Nous construisons un nouveau type de blockchain à partir de zéro.
Le logiciel pour exécuter le nœud est en cours d'écriture en Golang.
Les scripts de transaction sont sous une forme de Python, appelée SagaPython. Cela enveloppe les scripts Python et exécute diverses formes d'indirection pour rendre notre chaîne",628cbeaecc3e7b3b683204f3,"Notre technologie orientée objet en chaîne est la première du genre. Ce ne sont pas des smartcontracts fonctionnant sur un EVM, ou des scripts de style Bitcoin. Pour ce faire, nous faisons des allers-retours transparents entre Python et Go. Du côté Go, nous gérons ce que nous appelons la base de données d'état d'objet décentralisée. Ceci est mis en œuvre à l'aide de GOLevelDB, dans le cadre de ce que nous appelons l'infrastructure du gestionnaire de classe (CMI). Le CMI implémente un modèle d'objet de première classe (c'est-à-dire une métaclasse) sur la blockchain. Cela signifie que l'héritage est effectué sur les objets de la blockchain, et non dans un smartcontract. Nous intégrons ensuite cela à la syntaxe Python, où nous remplaçons le comportement de la classe Python pour utiliser de manière transparente le CMI, au lieu du modèle de classe Python local.",/Cadre sympathique au milieu des sapins/Parts de la société/,/python /web/code,Programmeurs de code natif Python,/CDI,https://cdn.filestackcontent.com/ItQcOP6gT0O6E8KORXUT,2500,Femme,0,628cff00cc3e7b3b68320528,2022-05-24T15:51:28.511Z,2022-05-24T15:51:28.511Z
0,2022-05-30,"Poste proposé : Développeur Informatique PYTHON Senior
Pour le compte de notre client qui opère dans le domaine des solutions numériques d'énergie ,Nous sommes à la recherche d'un Développeur Informatique Python Senior.",628cbeaecc3e7b3b683204f3,"Participer aux choix techniques.
Assurer la conception et les développements en python 
Analyser et corriger les anomalies.
Appliquer les bonnes pratiques python et les design patterns
Participer aux cérémoniaux Scrum
Réaliser la documentation technique associée aux fonctionnalités développées 
Réaliser les tests unitaires python et d'intégration automatisés ",/Cadre sympathique au milieu des sapins/Parts de la société/,/Python/code/info,Senior Data Engineer,/CDI,https://cdn.filestackcontent.com/ANmi3r4R7ymL8CkaWIUm,800,Autre,0,628d086ccc3e7b3b68320532,2022-05-24T16:31:40.287Z,2022-05-24T16:31:40.287Z
1,2022-05-26,"Mon client est un important fournisseur de réseau. En raison de leur succès grandissant, ils sont à la recherche d'un Ingénieur Senior Full-stack Python/Django.
Ils travaillent avec une technologie de pointe et nécessitent des développeurs passionnés pour fournir un travail de qualité.",628cbeaecc3e7b3b683204f3,"Expérience de travail avec Python et Pandas.
Familiarité avec les principes de base de l'informatique distribuée et de la modélisation des données.
Vaste expérience de la conception orientée objet et des modèles de codage et de test, y compris une expérience des plates-formes logicielles d'ingénierie et des infrastructures de données.",/Tickets Resto/Mutuelle/,/Python/info,Ingénieur Python Full Stack (à distance),/CDI,https://cdn.filestackcontent.com/0TbEWUdQHip50DJQgZnc,2300,Femme,0,628d0fbecc3e7b3b6832053b,2022-05-24T17:02:54.412Z,2022-05-24T17:05:04.643Z
1,2022-05-26,"Mon client est un important fournisseur de réseau. En raison de leur succès grandissant, ils sont à la recherche d'un Ingénieur Senior Full-stack Python/Django.
Ils travaillent avec une technologie de pointe et nécessitent des développeurs passionnés pour fournir un travail de qualité.",628cbeaecc3e7b3b683204f3,"Expérience de travail avec Python et Pandas.
Familiarité avec les principes de base de l'informatique distribuée et de la modélisation des données.
Vaste expérience de la conception orientée objet et des modèles de codage et de test, y compris une expérience des plates-formes logicielles d'ingénierie et des infrastructures de données.",/Tickets Resto/Mutuelle//,/Python/info,Ingénieur Python Full Stack (à distance),/CDI,https://cdn.filestackcontent.com/0TbEWUdQHip50DJQgZnc,2300,Femme,0,628d1111cc3e7b3b68320545,2022-05-24T17:08:33.767Z,2022-05-27T00:10:01.993Z
1,2022-05-26,"Dans une entreprise spécialisée dans le secteur de l'assurance à la personne, vous pourrez vous épanouir en tant que Développeur Python React au sein d'une équipe prête à tout pour relever de nouveaux challenges et proposer des produits adaptés à l'ensemble de leurs clients.",628cbeaecc3e7b3b683204f3,"Environnement technique : Python, React.
Vous disposez d'une expérience significative dans un poste similaire et vous êtes motivé !
Vous êtes une personne :
- Capable d'analyser et de comprendre des applications spécifiques.
- Autonome, Rigoureuse et Organisée.
- Polyvalente et Flexible.
- Forte de proposition.
- Vous disposez d'une aisance relationnelle et rédactionnelle.
- Vous disposez de connaissances sur Python et React.",/Plan Epargne Entreprise/Tickets Resto/,/web/mobile/python/REACT,Developpeur Python React,/CDD,https://cdn.filestackcontent.com/m9eYFyRLRpmqR6sxuKM7,2500,Femme,0,628d1531cc3e7b3b68320550,2022-05-24T17:26:09.945Z,2022-05-27T00:10:01.992Z
0,2022-06-03,"Notre client est un éditeur de logiciel qui conçoit des outils permettant d'auditer et de contrôler les Intelligences Artificielles. Ils vont évaluer également la robustesse et la fiabilité des IA qui ont été créées.
Précurseur dans ce domaine, cette PME a pour objectifs de préparer aux normes et d'avoir des processus clairs sur les IA à destination de ses clients dans l'aéro-défense, le ferroviaire, la santé...
Dans le cadre de l'évolution de son activité, notre client étoffe son équipe produit et recherche son nouveau Lead Développeur Python.",628cbeaecc3e7b3b683204f3,"Environnement technologique : Python, Linux, Confluence, Jira, Gitlab, C++, Docker, JavaScript, TypeScript...
Intégrez une société qui ambitionne de mettre en place des standards dans le monde de l'IA
expérience  en Développement Python sont attendus.",/Parts de la société/Plan Epargne Entreprise/,/python/web/info,Lead Développeur Python ,/CDD,https://cdn.filestackcontent.com/ZIeBO2WiT6CFG1nP1Ew8,2500,Homme,0,628d17f7cc3e7b3b68320558,2022-05-24T17:37:59.079Z,2022-05-24T17:37:59.079Z
0,2022-06-01,"Nous sommes une entreprise qui fabriquons des logiciels métier à forte valeur ajoutée, notre clientèle est essentiellement européenne et francophone.
Dans le cadre de notre extension, nous souhaitons consolider notre équipe et recherchons un développeur Web Full Stack PHP / VueJS francophone",628d5856cc3e7b3b68320565,"Tu es qualifié et autonome, tu travailleras dans un environnement dynamique, passionné, et devras donc toujours maintenir une veille technologique de qualité.
Tu travailleras sur une application métier très complète et complexe.
Ce job est fait pour toi :
Si tu touches en PHP et en JS
Si tu aimes l’idée de faire évoluer en normalisant un existant
Si tu te réveilles le matin avec des idées pour résoudre ton problème conceptuel.",/Tickets Resto/Mutuelle/,/web/développement /vue js,Développeur Web PHP / VueJS,/CDI,https://cdn.filestackcontent.com/m4GLei2fTiW2z1HcwTyg,1500,Homme,0,628d5e1ccc3e7b3b6832056d,2022-05-24T22:37:16.752Z,2022-05-24T22:37:16.752Z
0,2022-06-03,"Au sein d'une équipe agile pluridisciplinaire, vous travaillerez sur des projets et des produits à forte composante technologique (JavaScript, Java, 3-Tiers, Web Services, Cloud, ...). Les membres de l'équipe, adeptes des méthodes Scrum et eXtreme Programming, sont à la fois architectes, développeurs et responsables qualité.",628d5856cc3e7b3b68320565,"Conception (architecture, modélisation)
Développement
Tests associés
Documentation associée
Maintenance et support aux équipes d'exploitation
Participer aux rituels : daily, affinages, sprint planning, démo et rétrospectives.",/Parts de la société/Plan Epargne Entreprise/,/web/full stack/java/java script,Développeurs Full-Stack Java / JavaScript,/CDI,https://cdn.filestackcontent.com/ayTjQ0FlR6GUarDENjhR,2500,Homme,0,628d6ab5cc3e7b3b68320575,2022-05-24T23:31:01.790Z,2022-05-24T23:31:01.790Z
0,2022-05-31,"Au sein d'une équipe agile pluridisciplinaire, vous travaillerez sur des projets et des produits Web à forte composante technologique dans les domaines des télécommunications et des données géolocalisées. Les membres de l'équipe, adeptes des méthodes Scrum et eXtreme Programming, sont avant tout des développeurs rigoureux, motivés et amener régulièrement à suivre les avancées technologiques, et peuvent évoluer vers des responsabilités d’architectes et d’ingénieur qualité.",628d5856cc3e7b3b68320565,"Conception
Développement
Tests associés
Documentation technique associée
Maintenance et support aux équipes d'exploitation
Participer aux rituels : Daily, affinages, sprint planning, démo et rétrospectives.",/Café à volonté/,/web/Info/développement/Développement web,Développeur Web,/CVP,https://cdn.filestackcontent.com/Ixvo7tdMRFKXmnNP3Q9W,800,Autre,0,628d6ec4cc3e7b3b6832057c,2022-05-24T23:48:20.147Z,2022-05-24T23:48:20.147Z
0,2022-06-04,Dans le cadre de notre croissance nous recherchons un développeur Java Back-End.,628d5856cc3e7b3b68320565,"En intégrant l'équipe en charge de nos interfaces et APIs , vous êtes responsable entre autre :
    De la croissance externe et des intégrations,
    Du lancement de nouveaux produits,
    De la modernisation des applications, mise en place de nouvelles architectures,
    De la refonte des socles technologiques.",/Cadre sympathique au milieu des sapins/,/web/anguler/jee/java,Développeur Web Angular / Java JEE,/CDI,https://cdn.filestackcontent.com/RdSMi5k4TbSK7kDx9UUM,2300,Femme,0,628d71c7cc3e7b3b68320584,2022-05-25T00:01:11.443Z,2022-05-25T00:01:11.443Z
1,2022-06-02,"On cherche de nouveaux collaborateurs, passionnés par le web et les nouvelles technologies.",628d5856cc3e7b3b68320565,"ntégrer les maquettes des sites web.
La découpe, le montage et l'intégration des pages en HTML/CSS.
Intégration/développement front-end HTML/JS/CSS sur CMS Wordpress sur la base des maquettes graphiques de l’équipe graphique
Assurer la qualité du code et le respect des bonnes pratiques
Tester et valider les fonctionnalités développées.
Effectuer de la maintenance corrective et évolutive",/Restaurant d’entreprise gratuit/,/web/développement,Intégrateur web,/CVP,https://cdn.filestackcontent.com/Y6u2p6ulTYu3vcelP8aj,1200,Femme,0,628d7590cc3e7b3b6832058c,2022-05-25T00:17:20.541Z,2022-05-25T00:17:58.305Z
0,2022-06-02,"On cherche de nouveaux collaborateurs, passionnés par le web et les nouvelles technologies.",628d5856cc3e7b3b68320565,"ntégrer les maquettes des sites web.
La découpe, le montage et l'intégration des pages en HTML/CSS.
Intégration/développement front-end HTML/JS/CSS sur CMS Wordpress sur la base des maquettes graphiques de l’équipe graphique
Assurer la qualité du code et le respect des bonnes pratiques
Tester et valider les fonctionnalités développées.
Effectuer de la maintenance corrective et évolutive",/Restaurant d’entreprise gratuit//,/web/développement,Intégrateur web,/CVP,https://cdn.filestackcontent.com/Y6u2p6ulTYu3vcelP8aj,1200,Femme,0,628d7641cc3e7b3b68320593,2022-05-25T00:20:17.366Z,2022-05-25T00:20:17.366Z
1,2022-06-04,"est une société de services et de conseil à forte valeur ajoutée sur les domaines web et mobile.
Pour le compte de l’un de nos clients, nous cherchons un développeur PHP Junior/Senior.",628d5856cc3e7b3b68320565,"en tant que Développeur PHP  avec un excellent niveau en Javascript / TypeScript /HTML5/CSS3, et vous avez réalisé au moins un Backend ou API web (avec PHP)  à montrer lors de l’entretien .",/Abonnement Spotify/,/web/php,Développeur PHP,/CDD,https://cdn.filestackcontent.com/sWUVw7YTqaCrsLvkgNiQ,1200,Autre,0,628d7eb0cc3e7b3b6832059b,2022-05-25T00:56:16.698Z,2022-05-25T00:56:51.586Z
0,2022-06-04,"est une société de services et de conseil à forte valeur ajoutée sur les domaines web et mobile.
Pour le compte de l’un de nos clients, nous cherchons un développeur PHP Junior/Senior.",628d5856cc3e7b3b68320565,"en tant que Développeur PHP  avec un excellent niveau en Javascript / TypeScript /HTML5/CSS3, et vous avez réalisé au moins un Backend ou API web (avec PHP)  à montrer lors de l’entretien .",/Abonnement Spotify//,/web/php,Développeur PHP,/CDD,https://cdn.filestackcontent.com/sWUVw7YTqaCrsLvkgNiQ,1200,Autre,0,628d7ef4cc3e7b3b683205a3,2022-05-25T00:57:24.093Z,2022-05-25T00:57:24.093Z
0,2022-05-31,"Dans le cadre d’un projet de développement international et afin d'agrandir notre équipe nous cherchons à recruter plusieurs développeur Full Stack - Back End – Front End.  Vous souhaitez rejoindre une équipe dynamique, multiculturelle, qui saura vous donner une opportunité rapide d’évolution de carrière et de compétences. ",628d5856cc3e7b3b68320565,"Vous êtes polyvalent et aurez pour mission principale de créer et améliorer nos solutions hautement techniques en participant aux phases :
Etude et analyse des projets innovants
Planning
Architecture
Conception, Recherche et développement
Test unitaire et optimisation
Intégration d’infrastructure (DevOps)",/Café à volonté/,/web/.NET,Développeur Full Stack - Back End – Front End – .net,/CDI,https://cdn.filestackcontent.com/m1TfggRTQCq26ccEeYrc,4000,Autre,0,628d848ccc3e7b3b683205ac,2022-05-25T01:21:16.670Z,2022-05-25T01:21:16.670Z
0,2022-06-16," WEB media basé dans la région Centre Urbain Nord, nous cherchons à recruter des développeurs FullStack Expérimenté confirmés.",628d5856cc3e7b3b68320565,"Excellentes bases front end : HTML, Javascript, CSS, Sass, NG
Excellentes bases backend dans l'un des languages suivant (Node.js, Golang, .Net Core) 
Bootstrap
Excellentes bases en programmation : algorithmique, logique 
Bonnes connaissances du Framework Angular 8+
Très bonnes bases linguistiques (Français, Anglais)
Bonne bases en graphisme, ergonomie et UX
Compréhension des architectures SaaS modernes (micro-front end, micro-services, domain driven design, etc.)
Git/Scrum.",/,/web/Développement web,Développeur FullStack Expérimenté,/CDI,https://cdn.filestackcontent.com/60AGz1wVRmi3l1H2Hj2v,1200,Homme,0,628d8640cc3e7b3b683205b2,2022-05-25T01:28:32.740Z,2022-05-25T01:28:32.740Z
0,2022-06-04,"web media est à la recherche d'un Développeur Fullstack",628d5856cc3e7b3b68320565,"La fidélisation des clients
 Accroître la satisfaction des clients
 Amélioration continue des KPI’s de la société
Développer les nouvelles fonctionnalités, s’assurer du bon fonctionnement de l’application Web
Le titulaire du poste exécute les tâches suivantes :
Trouver des solutions innovantes pour les besoins opérationnels.
Spécifier les besoins technique et fonctionnels
 Développement backend / bases de données / Front end et Intégrations
 Mise en production des nouvelles versions des applications et bases de données
Maintenance en condition opérationnelle (MCO) des environnements
 Résolution d’incidents / et d’anomalies
Rédiger les documents techniques nécessaires à la continuité des tâches
Exigences de l'emploi",/,/info/web,Développeur Full-Stack,/CVP,https://cdn.filestackcontent.com/lPr4GKlT4TfWEw9KUgDc,2300,Homme,0,628d87bccc3e7b3b683205b9,2022-05-25T01:34:52.570Z,2022-05-25T01:34:52.570Z
0,2022-06-04,"On cherche des profils motivés, sérieux capable d'évoluer et intégrer une équipe très technique.",628d5856cc3e7b3b68320565,"Développement du backend / bases de données
Mise en production des nouvelles versions des applications et bases de données
Traitement des demandes de services (WebServices)
Maintenance en condition opérationnelle (MCO) des environnements
Résolution d’incidents / problèmes
Métrologie, analyse de performances, optimisations
Veille technologique",/,/web,Développeur Back-End,/CDI,https://cdn.filestackcontent.com/cS5nZV5MRtqPD6tJVbkA,2300,Femme,0,628d8b9bcc3e7b3b683205bf,2022-05-25T01:51:23.498Z,2022-05-25T01:51:23.498Z
1,2022-06-05,recherche de nouveaux talents pour étoffer ses équipes.,628e050e00c6cd5f742daa2c,"Participer à l'élaboration et la réalisation du plan d'audit 
Réaliser les travaux d'investigation nécessaires pour s'assurer de la fiabilité des informations financières, comptables et extra-comptables.
Réaliser des missions d'audit au niveau de la société et dégager le non-respect des procédures
Ainsi que les améliorations/corrections à faire
Auditer les dossiers de crédit des clients de la société",/Café à volonté/,/droit,Auditeur,/CVP/CDD,https://cdn.filestackcontent.com/z9goE6KjSImpNmtVBFdL,1300,Homme,0,628e08b100c6cd5f742daa34,2022-05-25T10:45:05.116Z,2022-05-25T10:56:45.413Z
0,2022-06-03,recherche de nouveaux talents pour étoffer ses équipes.,628e050e00c6cd5f742daa2c, Assister le chef de groupe pour des missions de commissariat aux comptes pour le compte de clients français.,/,/audit/gestion,Auditeur(rice) Comptable,/CDD,https://cdn.filestackcontent.com/diHzheLKSqnQDGXchPln,1200,Autre,0,628e0aff00c6cd5f742daa3b,2022-05-25T10:54:55.124Z,2022-05-25T10:54:55.124Z
0,2022-06-05,recherche de nouveaux talents pour étoffer ses équipes.,628e050e00c6cd5f742daa2c,"Participer à l'élaboration et la réalisation du plan d'audit 
Réaliser les travaux d'investigation nécessaires pour s'assurer de la fiabilité des informations financières, comptables et extra-comptables.
Réaliser des missions d'audit au niveau de la société et dégager le non-respect des procédures
Ainsi que les améliorations/corrections à faire
Auditer les dossiers de crédit des clients de la société",/Café à volonté//,/droit,Auditeur,/CVP/CDD,https://cdn.filestackcontent.com/z9goE6KjSImpNmtVBFdL,1300,Homme,0,628e0bc400c6cd5f742daa42,2022-05-25T10:58:12.301Z,2022-05-25T10:58:12.301Z
0,2022-06-04,"cherche à recruter une assistante comptable ayant une expérience d'un an dans un cabinet d'expertise comptable ou judiciaire .",628e050e00c6cd5f742daa2c,"vous aurez la  gestion des dossiers d'expertise judiciaire et de l'assistance comptable.",/,/contrôle,Assistante Comptable,/CDI,https://cdn.filestackcontent.com/dPwRw2KzTwymgf6kUuWi,900,Femme,0,628e0ea200c6cd5f742daa49,2022-05-25T11:10:26.197Z,2022-05-25T11:10:26.197Z
0,2022-06-04,"Vous êtes à la recherche d’un nouveau challenge professionnel ? Vous avez envie de rejoindre un groupe innovant et une équipe dynamique ?
Alors rejoignez-nous !
Notre philosophie de travail se porte sur l’autonomie et la confiance en nos collaborateurs.
Dans le cadre de notre développement afin de renforcer nos équipes nous recherchons un (e) comptable.",628e050e00c6cd5f742daa2c,"Assurer la tenue de la comptabilité, dans le respect des procédures établies, en garantissant la régularité et la fiabilité des comptes",/,/Finance/Comptabilité,Comptable,/CDD,https://cdn.filestackcontent.com/jDpC5ujARResPlCWsTHX,500,Autre,0,628e10a200c6cd5f742daa50,2022-05-25T11:18:58.260Z,2022-05-25T11:18:58.260Z
0,2022-06-04,Aimeriez-vous rejoindre une entreprise jeune et en pleine expansion ? Etes-vous prêt à vivre un nouveau challenge ? Alors vous êtes à la bonne adresse ! ,628e050e00c6cd5f742daa2c,"Réviseurs (euses) comptables
Commissaires aux comptes
Comptables spécialistes en conseil social
Collaborateurs (trices) auditeurs (rices) et comptables",/,/HR PARTNERS /CES /comptabilité ,Expert(e) en Comptabilité Française,/CDD,https://cdn.filestackcontent.com/MYSE4s2RTLaG3ifmFBbA,2500,Autre,0,628e15da00c6cd5f742daa58,2022-05-25T11:41:14.555Z,2022-05-25T11:41:14.555Z
0,2022-06-04,"Vous êtes animé(e) par une aventure entrepreneuriale ? Vous êtes passionné(e) par le management et les chiffres ?
Nous avons l’offre idéale pour vous ! N’y réfléchissez pas trop, Postulez !Nous recrutons actuellement un(e) Responsable Filiale pour le compte de notre client, un cabinet international d’expertise-comptable,
d’audit et de conseil.",628e050e00c6cd5f742daa2c,"Rattaché directement à la direction générale et aux associés, vous serez amené(e) à : 
Appliquer la politique & la stratégie du groupe sur la filiale tunisienne­ 
Mettre en place la nouvelle structure
Gérer et animer l’ensemble de la filiale en Tunisie
Assurer et développer la rentabilité de la filiale
Assurer le reporting régulier à la direction générale et aux associés­  ",/,/Comptabilité/chef,Chef Comptable,,https://cdn.filestackcontent.com/uDih5zeSViVSOhtcTsA1,2000,Femme,0,628e183100c6cd5f742daa5e,2022-05-25T11:51:13.087Z,2022-05-25T11:51:13.087Z
0,2022-06-04,"Vous êtes rigoureux(se) et organisé(e) ? Vous cherchez à intégrer un grand groupe et à faire part de son développement ?
Vous êtes dans ce cas à la bonne adresse !",628e050e00c6cd5f742daa2c,"Mettre en place et organiser le département de contrôle de gestion
    Former et monter en compétences les collaborateurs
    Elaborer les budgets en calculant les prix de revient des produits
    Définir les moyens de financement nécessaires
    Superviser l’état de la trésorerie",/,/Gestion Groupe,Contrôleur de Gestion Groupe,/CDI,https://cdn.filestackcontent.com/7nZEdUbSQpmQZ6wNXb5L,1200,Autre,0,628e231f00c6cd5f742daa65,2022-05-25T12:37:51.074Z,2022-05-25T12:37:51.074Z
